8
也	이끼 야
耶	어조사 야
楊	버들 양
於	어조사 어
於	탄식할 오
焉	어찌 언
予	나 여
余	나 여
汝	너 여
輿	수레 여
疫	전염병 역
燕	제비 연
硯	벼루 연
炎	불꽃 염
鹽	소금 염
泳	헤엄칠 영
詠	읊을 영
銳	날카로울 예
傲	거만할 오
吾	나 오
嗚	슬플 오
娛	즐길 오
梧	오동 오
汚	더러울 오
翁	늙은이 옹
瓦	기와 와
臥	누울 와
緩	느릴 완
曰	가로 왈
畏	두려워할 외
搖	흔들 요
腰	허리 요
遙	멀 요
庸	떳떳할 용
于	어조사 우
又	또 우
尤	더욱 우
羽	깃 우
云	이를 운
僞	거짓 위
緯	씨 위
胃	밥통 위
違	어긋날 위
唯	오직 유
惟	생각할 유
愈	나을 유
酉	닭 유
閏	윤달 윤
吟	읊을 음
淫	음란할 음
泣	울 읍
宜	마땅 의
矣	어조사 의
夷	오랑캐 이
而	말이을 이
貳	두 이
刃	칼날 인
姻	혼인 인
寅	범 인
壹	한 일
賃	품삯 임
刺	찌를 자
刺	찌를 척
恣	방자할 자
玆	이 자
紫	자주빛 자
雌	암컷 자
爵	벼슬 작
酌	술부을 작
蠶	누에 잠
墻	담 장
哉	어조사 재
滴	물방울 적
蝶	나비 접
訂	바로잡을 정
堤	둑 제
弔	조상할 조
租	조세 조
拙	졸할 졸
佐	도울 좌
株	그루 주
舟	배 주
俊	준걸 준
遵	좇을 준
仲	버금 중
贈	줄 증
只	다만 지
枝	가지 지
姪	조카 질
懲	징계할 징
且	또 차
借	빌릴 차
捉	잡을 착
錯	어긋날 착
慘	참혹할 참
慙	부끄러울 참
暢	화창할 창
滄	큰바다 창
債	빚 채
悽	슬퍼할 처
斥	물리칠 척
薦	천거할 천
遷	옮길 천
尖	뾰족할 첨
添	더할 첨
妾	첩 첩
晴	갤 청
替	바꿀 체
抄	뽑을 초
燭	촛불 촉
聰	귀밝을 총
抽	뽑을 추
醜	추할 추
丑	소 축
畜	짐승 축
逐	쫒을 축
臭	냄새 취
漆	옻 칠
枕	베게 침
浸	잠길 침
墮	떨어질 타
妥	온당할 타
托	맡길 탁
濁	흐릴 탁
濯	씻을 탁
琢	다듬을 탁
奪	빼앗을 탈
貪	탐낼 탐
湯	끊을 탕
怠	게으를 태
吐	토할 토
透	사무칠 투
播	뿌릴 파
罷	마칠 파
頗	자못 파
販	팔 판
貝	조개 패
編	엮을 편
遍	두루 편
幣	화폐 폐
廢	폐할 폐
蔽	덮을 폐
抱	안을 포
捕	잡을 포
飽	배부를 포
幅	폭 폭
漂	떠다닐 표
匹	짝 필
荷	멜 하
旱	가물 한
汗	땀 한
咸	다 함
巷	거리 항
亥	돼지 해
奚	어찌 해
該	갖출 해
享	누릴 향
軒	집 헌
弦	시위 현
絃	줄 현
縣	고을 현
穴	굴 혈
亨	형통할 형
螢	반딧불 형
兮	어조사 혜
乎	어조사 호
互	서로 호
毫	터럭 호
昏	어두울 혼
弘	클 홍
鴻	기러기 홍
禾	벼 화
擴	넓을 확
穫	거둘 확
丸	둥글 환
荒	거칠 황
曉	새벽 효
侯	재후 후
喉	목구멍 후
毁	헐 훼
輝	빛날 휘
携	이끌 휴
胸	가슴 흉
噫	한숨쉴 희
熙	빛날 희
2
葛	칡 갈
憾	섭섭할 감
坑	구덩이 갱
乞	빌 걸
揭	걸 게
隔	사이뜰 격
牽	이끌 견
繫	맬 계
雇	품팔 고
菓	과자 과
菓	실과 과
款	항목 관
狂	미칠 광
傀	허수아비 괴
僑	더부살이 교
絞	목멜 교
膠	아교 교
歐	구라파 구
購	살 구
掘	팔 굴
窟	굴 굴
圈	우리 권
闕	대궐 궐
軌	바퀴자국 궤
糾	얽힐 규
棋	바둑 기
尿	오줌 뇨
尼	여승 니
溺	빠질 닉
鍛	쇠불릴 단
膽	쓸개 담
垈	집터 대
戴	일 대
塗	칠할 도
悼	슬퍼할 도
棟	마룻대 동
屯	진칠 둔
藤	등나무 등
謄	베낄 등
騰	오를 등
裸	벗을 라
拉	끌 랍
輛	수레 량
煉	달굴 련
獵	사냥 렵
籠	대바구니 롱
僚	동료 료
療	병고칠 료
硫	유황 류
謬	그르칠 류
摩	문지를 마
痲	저릴 마
魔	마귀 마
膜	막 막
娩	낳을 만
灣	물굽이 만
網	그물 망
枚	낱 매
魅	매혹할 매
蔑	업신여길 멸
侮	업신여길 모
帽	모자 모
紊	문란할 문
舶	배 박
伴	짝 반
搬	운반할 반
紡	길쌈 방
俳	배우 배
賠	물어줄 배
閥	문벌 벌
僻	궁핍할 벽
倂	아우를 병
覆	덮을 복
覆	덮을 부
俸	녹 봉
縫	꿰맬 봉
敷	펼 부
匪	비적 비
唆	부추길 사
赦	용서할 사
飼	기를 사
傘	우산 산
蔘	삼 삼
揷	꽂을 삽
箱	상자 상
瑞	상서 서
誓	맹세할 서
碩	클 석
繕	기울 선
纖	가늘 섬
攝	다스릴 섭
貰	세놓을 세
紹	이을 소
垂	드리울 수
搜	찾을 수
屍	주검 시
殖	불릴 식
紳	띠 신
腎	콩팥 신
握	쥘 악
癌	암 암
押	누를 압
碍	거리낄 애
惹	이끌 야
躍	뛸 약
孃	아가씨 양
閱	볼 열
厭	싫어할 염
預	맡길 예
穩	편안할 온
擁	낄 옹
歪	기울 왜
妖	요사할 요
傭	품팔 용
熔	녹을 용
鬱	답답할 울
苑	나라동산 원
尉	벼슬 위
融	녹을 융
凝	엉길 응
妊	아이밸 임
磁	자석 자
諮	물을 자
宰	재상 재
沮	막을 저
殿	전각 전
竊	훔칠 절
偵	염탐할 정
呈	드릴 정
艇	큰배 정
劑	약제 제
彫	새길 조
措	둘 조
釣	낚시 조
綜	모을 종
奏	아뢸 주
珠	구슬 주
鑄	쇠불릴 주
駐	머무를 주
准	비준 준
旨	뜻 지
脂	기름 지
塵	티끌 진
津	나루 진
診	진찰할 진
震	우레 진
窒	막힐 질
輯	모을 집
遮	가릴 차
餐	밥 찬
刹	절 찰
札	편지 찰
斬	벨 참
彰	드러날 창
隻	외짝 척
撤	거둘 철
諜	염탐할 첩
滯	막힐 체
締	맺을 체
逮	잡을 체
遞	갈릴 체
哨	망볼 초
焦	탈 초
秒	분초 초
趨	달아날 추
蹴	찰 축
軸	굴대 축
衷	속마음 충
炊	불땔 취
託	부탁할 탁
誕	낳을 탄
胎	아이밸 태
颱	태풍 태
把	잡을 파
覇	으뜸 패
偏	치우칠 편
坪	들 평
怖	두려할 포
抛	던질 포
鋪	가게 포
虐	모질 학
翰	편지 한
艦	큰배 함
嫌	싫어할 혐
峽	골짜기 협
型	모형 형
衡	저울대 형
濠	호주 호
酷	심할 혹
靴	신 화
幻	헛보일 환
滑	미끄러울 활
滑	익살스러울 골
廻	돌 회
勳	공 훈
姬	계집 희
伽	절 가
柯	가지 가
賈	성 가
賈	장사 고
軻	사람이름 가
迦	부처이름 가
珏	쌍옥 각
杆	몽둥이 간
艮	괘이름 간
鞨	오랑캐이름 갈
邯	사람이름 감
邯	조나라서울 한
岬	곶 갑
鉀	갑옷 갑
姜	성 강
岡	산등성이 강
崗	언덕 강
彊	굳셀 강
疆	지경 강
价	클 개
塏	높은 땅 개
鍵	열쇄 건
杰	뛰어날 걸
桀	하왕이른 걸
甄	질그릇 견
儆	경계할 경
炅	빛날 경
璟	옥빛 경
瓊	구슬 경
皐	언덕 고
串	땅이름 곶
串	꽬 관
琯	옥피리 관
槐	회화나무 괴
玖	옥돌 구
邱	언덕 구
鞠	기를 국
圭	쌍토 규
奎	별 규
揆	헤아릴 규
珪	홀 규
槿	무궁화 근
瑾	아름다운 옥 근
兢	떨릴 긍
冀	바랄 기
岐	갈림길 기
沂	물이름 기
淇	물이름 기
琦	옥이름 기
琪	아름다운 옥 기
璣	별이름 기
箕	키 기
耆	늙을 기
騏	준마 기
驥	천리마 기
麒	기린 기
湍	여울 단
塘	못 당
悳	큰 덕
燾	비칠 도
惇	도타울 돈
燉	불빛 돈
頓	조아릴 돈
乭	이름 돌
董	바를 동
杜	막을 두
鄧	나라이름 등
萊	명아주 래
亮	밝을 량
樑	들보 량
呂	법칙 려
廬	농막집 려
礪	숫돌 려
驪	검은말 려
漣	잔물결 련
濂	물이름 렴
玲	옥소리 령
醴	단술 례
盧	성 로
蘆	갈대 로
魯	노나라 로
鷺	백로 로
遼	멀 료
劉	죽일 류
崙	산이름 륜
楞	네모질 릉
麟	기린 린
靺	말갈 말
貊	맥국 맥
覓	찾을 멱
冕	면류관 면
沔	물이름 면
俛	힘쓸 면
牟	성 모
茅	띠 모
謨	꾀 모
穆	화목할 목
昴	별이름 묘
汶	물이름 문
彌	미륵 미
旻	하늘 민
旼	화할 민
玟	아름다운 돌 민
珉	옥돌 민
閔	성 민
潘	성 반
磻	반계 반
渤	바다이름 발
鉢	바리때 발
旁	곁 방
龐	높은집 방
裵	성 배
筏	뗏목 벌
范	성 범
卞	성 변
弁	고깔 변
昞	밝을 병
昺	밝을 병
柄	자루 병
炳	불꽃 병
秉	잡을 병
潽	물이름 보
甫	클 보
輔	도울 보
馥	향기 복
蓬	쑥 봉
傅	스승 부
釜	가마 부
阜	언덕 부
芬	향기 분
鵬	새 붕
丕	클 비
毖	삼갈 비
毘	도울 비
彬	빛날 빈
泗	물이름 사
庠	학교 상
舒	펼 서
奭	쌍백 석
晳	밝을 석
錫	주석 석
瑄	도리옥 선
璇	옥 선
璿	구슬 선
卨	사람이름 설
薛	성 설
暹	나라이름 섬
蟾	두꺼비 섬
陝	땅이름 섬
燮	불꽃 섭
晟	밝을 성
巢	새집 소
沼	못 소
邵	성 소
宋	성 송
洙	물가 수
銖	저울눈 수
隋	수나라 수
洵	참으로 순
淳	순박할 순
珣	옥이름 순
舜	순임금 순
荀	풀이름 순
瑟	큰거문고 슬
繩	노끈 승
柴	섶 시
湜	물맑을 식
軾	수레가로나무 식
瀋	즙낼 심
閼	막을 알
鴨	오리 압
埃	티끌 애
艾	쑥 애
倻	가야 야
襄	도울 양
彦	선비 언
姸	고울 연
淵	못 연
衍	넓을 연
閻	마을 염
燁	빛날 엽
暎	비칠 영
瑛	옥빛 영
瑩	옥돌 영
瑩	밝을 형
盈	찰 영
濊	종족이름 예
睿	슬기 예
芮	성 예
吳	성 오
墺	물가 오
沃	기름질 옥
鈺	보배 옥
甕	독 옹
邕	막힐 옹
雍	화할 옹
莞	빙그레할 완
莞	왕골 관
旺	왕성할 왕
汪	넓을 왕
倭	왜나라 왜
堯	요임금 요
姚	예쁠 요
耀	빛날 요
溶	녹을 용
瑢	패옥소리 용
鎔	쇠녹일 용
鏞	쇠북 용
佑	도울 우
祐	복 우
禹	성 우
旭	아침해 욱
昱	햇빛밝을 욱
煜	빛날 욱
郁	성할 욱
頊	삼갈 욱
芸	향풀 운
蔚	고을이름 울
熊	곰 웅
媛	계집 원
瑗	구슬 원
袁	성 원
渭	물이름 위
韋	가죽 위
魏	성 위
兪	대답할 유
庾	곳집 유
楡	느릅나무 유
踰	넘을 유
允	맏 윤
尹	성 윤
胤	자손 윤
鈗	총 윤
垠	지경 은
殷	은나라 은
誾	향기 은
鷹	매 응
伊	저 이
怡	기쁠 이
珥	귀고리 이
翊	도울 익
佾	줄춤 일
鎰	무게이름 일
滋	불을 자
庄	전장 장
樟	녹나무 장
璋	홀 장
蔣	성 장
甸	경기 전
旌	기 정
晶	맑을 정
楨	광나무 정
汀	물가 정
珽	옥이름 정
禎	상서로울 정
鄭	나라 정
鼎	솥 정
曺	성 조
祚	복 조
趙	나라 조
琮	옥홀 종
疇	이랑 주
埈	높을 준
峻	높을/준엄할 준
晙	밝을 준
浚	깊게할 준
濬	깊을 준
駿	준마 준
址	터 지
芝	지초 지
稙	피 직
稷	올벼 직
晋	진나라 진
秦	성 진
燦	빛날 찬
璨	옥빛 찬
瓚	옥잔 찬
鑽	뚫을 찬
敞	시원할 창
昶	해길 창
埰	사패지 채
蔡	성 채
采	풍채 채
陟	오를 척
釧	팔찌 천
喆	밝을 철
澈	맑을 철
瞻	볼 첨
楚	초나라 초
蜀	나라이름 촉
崔	높을 최
楸	가래 추
鄒	추나라 추
椿	참죽나무 춘
冲	화할 충
聚	모을 취
峙	언덕 치
雉	꿩 치
灘	여울 탄
耽	즐길 탐
兌	바꿀 태
兌	기쁠 열
台	별 태
坡	언덕 파
阪	언덕 판
彭	성 팽
扁	작을 편
葡	포도 포
鮑	절인물고기 포
杓	북두자루 표
馮	탈 빙
馮	성 풍
弼	도울 필
泌	스며흐를 필
泌	분비할 비
陜	땅이름 합
陜	좁을 협
亢	높을 항
沆	넓을 항
杏	살구 행
爀	불빛 혁
赫	빛날 혁
峴	고개 현
炫	밝을 현
鉉	솥귀 현
瀅	물맑을 형
炯	빛날 형
邢	성 형
馨	꽃다울 형
壕	해자 호
扈	따를 호
昊	하늘 호
晧	밝을 호
澔	넓을 호
皓	흴 호
祜	복 호
鎬	호경 호
泓	물깊을 홍
嬅	탐스러울 화
樺	자작나무 화
桓	굳셀 환
煥	빛날 환
晃	밝을 황
滉	깊을 황
檜	전나무 회
淮	물이름 회
后	임금/왕후 후
壎	질나팔 훈
熏	불길 훈
薰	향풀 훈
徽	아름다울 휘
烋	아름다울 휴
匈	오랑캐 흉
欽	공경할 흠
嬉	아름다울 희
憙	기쁘할 희
熹	빛날 희
禧	복 희
羲	복희 희
1
呵	꾸짖을 가
哥	소리 가
嘉	아름다울 가
嫁	시집갈 가
稼	농사 가
苛	가혹할 가
袈	가사 가
駕	멍에 가
恪	삼갈 각
殼	껍질 각
墾	개간할 간
奸	간사할 간
揀	가릴 간
澗	산골물 간
癎	간질 간
竿	장대/낚시대 간
艱	어려울 간
諫	간할 간
喝	꾸짖을 갈
竭	다할 갈
褐	갈색/굵은베 갈
勘	헤아릴 감
堪	견딜 감
柑	귤 감
疳	감질 감
瞰	굽어볼 감
紺	감색/연보라 감
匣	갑 갑
閘	수문 갑
慷	슬플 강
糠	겨 강
腔	속빌 강
薑 	생강 강
凱	개선할 개
愾	성낼 개
漑	물댈 개
箇	낱 개
芥	겨자 개
羹	국 갱
醵	추렴할 거/갹
倨	거만할 거
渠	개천 거
巾	수건 건
腱	힘줄 건
虔	공경할 건
劫	겁줄 겁
怯	겁낼 겁
偈	중의귀글 게
檄	격문 격
膈	가슴 격
覡	박수 격
繭	고치 견
譴	꾸짖을 견
鵑	두견새 견
勁	굳셀 경
憬	깨달을 경
梗	줄기/막힐 경
痙	경련 경
磬	경쇠 경
脛	정강이 경
莖	줄기 경
頸	목 경
鯨	고래 경
悸	두근거릴 계
叩	두드릴 고
呱	울 고
拷	칠 고
敲	두드릴 고
痼	고질 고
股	넓적다리 고
膏	기름 고
袴	바지 고
辜	허물 고
錮	막을 고
梏	수갑 곡
鵠	고니 곡
昆	맏/벌레 곤
棍	몽둥이 곤
袞	곤룡포 곤
汨	골몰할 골
拱	팔짱낄 공
鞏	굳을 공
顆	낟알 과
廓	둘레 곽/ 클 확
槨	외관 곽
藿	콩잎/미역 곽
棺	널 관
灌	물댈 관
顴	광대뼈 관/권
刮	긁을 괄
括	묶을 괄
匡	바를 광
壙	뫼구덩이 광
曠	빌/넓을 광
胱	오줌통 광
卦	점괘 괘
罫	줄 괘
乖	어그러질 괴
拐	후릴 괴
魁	우두머리 괴
宏	클 굉
肱	팔뚝 굉
轟	울릴/수레소리 굉
咬	물/새소리 교
喬	높을 교
嬌	아리따울 교
攪	흔들 교
狡	교활할 교
皎	달 밝을 교
蛟	교룡 교
轎	가마 교
驕	교만할 교
仇	원수 구
嘔	게울 구
垢	때 구
寇	도적 구
嶇	험할 구
廐	마구간 구
枸	구기자 구
柩	널 구
毆	때릴 구
溝	도랑 구
灸	뜸 구
矩	법/모날 구
臼	절구 구
舅	시아비/외삼촌 구
衢	네거리 구
謳	노래/소리 구
軀	몸 구
鉤	갈고리 구
駒	망아지 구
鳩	비둘기 구
窘	군색할 군
穹	하늘 궁
躬	몸 궁
倦	게으를 권
捲	걷을/말 권
眷	돌볼 권
蹶	일어설/넘어질 궐
机	책상 궤
櫃	궤짝 궤
潰	무너질 궤
詭	속일 궤
几	안석 궤
硅	규소 규
窺	엿볼 규
葵	아욱/해바리기 규
逵	길거리 규
橘	귤 귤
剋	이길 극
戟	창 극
棘	가시 극
隙	틈 극
覲	뵐 근
饉	주릴 근
擒	사로잡을 금
衾	이불 금
襟	옷깃 금
扱	미칠 급/꽂을 삽
汲	물길을 급
亘	뻗칠 긍/베풀선
亘	베풀선
矜	자랑할 긍
伎	재간 기
嗜	즐길 기
妓	기생 기
崎	험할 기
朞	돌 기
杞	구기자 기
畸	뙈기밭 기
綺	비단 기
羈	굴레/나그네 기
肌	살 기
譏	비웃을 기
拮	일할 길
喫	마실 끽
儺	푸닥거리 나
懦	나약할 나
懶	게으를 라
拏	잡을 나/라
拿	잡을 나
螺	소라 라
煖	더울 난
捏	꾸밀 날
捺	누를 날
衲	기울 납
囊	주머니 낭
撚	비빌 년
弩	쇠뇌 노
駑	둔한말 노
膿	고름 농
磊	돌무더기 뢰
訥	말더듬을 눌
紐	맺을 뉴
匿	숨길 닉
簞	소쿠리 단
緞	비단 단
蛋	새알 단
撻	때릴 달
疸	황달 달
憺	참담할 담
曇	흐릴 담
澹	맑을 담
痰	가래 담
譚	클/속담 담
遝	뒤섞일 답
撞	칠 당
棠	아가위 당
螳	사마귀 당
擡	들 대
袋	자루 대
堵	담 도
屠	죽일 도
掉	흔들 도
搗	찧을 도
淘	쌀 일 도
滔	물넘칠 도
濤	물결 도
睹	볼 도
禱	빌 도
萄	포도 도
賭	내기 도
蹈	밟을 도
鍍	도금할 도
瀆	도랑/더럽힐 독
禿	대머리 독
沌	엉길 돈
憧	동경할 동
疼	아플 동
瞳	눈동자 동
胴	큰창자/몸통 동
兜	투구 두/도솔천 도
痘	마마 두
臀	볼기 둔
遁	숨을 둔
橙	귤/걸상 등
癩	문둥이 라/나
邏	순라 라
烙	지질 락
酪	쇠젖 락
駱	낙타 락
瀾	물결 란
鸞	난새 란
剌	발랄할 랄/수라 라
辣	매울 랄
籃	대바구니 람
臘	섣달 랍
蠟	밀 랍
狼	이리 랑
倆	재주 량
粱	기장 량
侶	짝 려
戾	어그러질 려
濾	거를 려
閭	마을 려
黎	검을 려
瀝	스밀 력
礫	조약돌 력
輦	가마 련
斂	거둘 렴
殮	염할 렴
簾	발 렴
囹	옥 령
逞	쾌할 령
鈴	방울 령
齡	나이 령
撈	건질 로
擄	노략질할 로
虜	사로잡을 로
碌	푸른 돌 록
麓	산기슭 록
壟	밭두둑 롱
瓏	옥소리 롱
聾	귀머거리 롱
儡	꼭두각시 뢰
牢	우리 뢰
賂	뇌물 뢰
寮	동관 료
燎	횃불 료
瞭	밝을 료
聊	에오라지 료
壘	보루 루
陋	더러울 루
溜	처마물 류
琉	유리 류
瘤	혹 류
戮	죽일 륙
淪	빠질 륜
綸	벼리 륜
慄	떨릴 률
勒	굴레 륵
肋	갈빗대 륵
凜	찰 름
凌	업신여길 릉
稜	모날 릉
綾	비단 릉
菱	마름 릉
俚	속될 리
厘	다스릴 리
悧	영리할 리
痢	이질 리
籬	울타리 리
罹	걸릴 리
裡	속 리
吝	아낄 린
燐	도깨비불 린
躪	짓밟을 린
鱗	비늘 린
淋	임질 림
笠	삿갓 립
粒	낟알 립
寞	고요할 막
卍	만자 만
彎	굽을 만
挽	당길 만
瞞	속일 만
蔓	덩굴 만
輓	끌/애도할 만
饅	만두 만
鰻	뱀장어 만
抹	지울 말
沫	물거품 말
襪	버선 말
芒	까끄라기 망
惘	멍할 망
寐	잠잘 매
昧	어두울 매
煤	그을음 매
罵	꾸짖을 매
邁	갈 매
呆	어리석을 매
萌	싹 맹
棉	목화 면
眄	곁눈질할 면
緬	멀 면
麵	국수 면
暝	저물 명
溟	바다 명
皿	그릇 명
螟	멸구 명
酩	술취할 명
袂	소매 몌
摸	본뜰 모
牡	숫컷 모
耗	소모할 모
糢	모호할 모
歿	죽을 몰
描	그릴 묘
杳	어두울 묘
渺	아득할 묘
猫	고양이 묘
巫	무당 무
憮	어루만질 무
拇	엄지손가락 무
撫	어루만질 무
毋	말 무
畝	이랑 무/묘
蕪	거칠 무
誣	속일 무
紋	무늬 문
蚊	모기 문
媚	아첨할 미
薇	장미 미
靡	쓰러질 미
悶	답답할 민
謐	고요할 밀
剝	벗길 박
搏	두드릴 박
撲	칠 박
樸	순박할 박
珀	호박 박
箔	발 박
粕	지게미 박
縛	얽을 박
膊	어깨 박
駁	논박할 박
拌	버릴 반
攀	더위잡을 반
斑	아롱질 반
槃	쟁반 반
畔	밭두둑 반
礬	백반 반
絆	얽어맬 반
蟠	서릴 반
頒	나눌 반
勃	노할 발
撥	다스릴 발
潑	물뿌릴 발
跋	밟을 발
醱	술 괼 발
魃	가물 발
坊	동네 방
尨	클/삽살개 방
幇	도울 방
彷	헤맬 방
昉	밝을 방
枋	다목 방
榜	방붙일 방
肪	기름 방
膀	오줌통 방
謗	헐뜯을 방
徘	어정거릴 배
湃	물결칠 배
胚	아이밸 배
陪	모실 배
帛	비단 백
魄	넋 백
蕃	무성할 번
藩	울타리 번
帆	돛 범
梵	불경 범
氾	넘칠 범
泛	뜰 범
劈	쪼갤 벽
擘	엄지손가락 벽
璧	구슬 벽
癖	버릇 벽
闢	열 벽
瞥	눈깜짝할 별
鱉	자라 별
甁	병 병
餠	떡 병
堡	작은성 보
洑	보 보/스며흐를 복
菩	보살 보
僕	종 복
匐	길 복
輻	바퀴살 복/폭
鰒	전복 복
捧	받들 봉
棒	막대
烽	봉화 봉
鋒	칼날 봉
俯	구부릴 부
剖	쪼갤 부
咐	분부할 부
埠	부두 부
孵	알깔 부
斧	도끼 부
腑	육부 부
芙	연꽃 부
訃	부고 부
賻	부의 부
駙	부마 부
吩	분부할 분
噴	뿜을 분
忿	성낼 분
扮	꾸밀 분
焚	불사를 분
盆	동이 분
糞	똥 분
雰	눈 날릴 분
彿	비슷할 불
棚	사다리 붕
硼	붕사 붕
繃	묶을 붕
匕	비수 비
庇	덮을 비
憊	고달플 비
扉	사립문 비
沸	끊을 비/용솟음할 불
琵	비파 비
痺	저릴 비
砒	비상 비
秕	쭉정이 비
緋	비단 비
翡	물총새 비
脾	지라 비
臂	팔 비
蜚	날/바퀴 비
裨	도울 비
誹	헐뜯을 비
譬	비유할 비
鄙	더러울 비
妣	죽은어미 비
嚬	찡그릴 빈
嬪	궁녀벼슬이름 빈
殯	빈소 빈
濱	물가 빈
瀕	물가 빈
瀕	가까울 빈
憑	기댈 빙
些	적을 사
嗣	이을 사
奢	사치 사
娑	춤출/사바세상 사
徙	옮길 사
瀉	쏟을 사
獅	사자 사
祠	사당 사
紗	비단 사
蓑	도롱이 사
麝	사향노루 사
刪	깍을 산
珊	산호 산
疝	산증 산
撒	뿌릴 살
煞	죽일 살
薩	보살 살
渗	스며들 삼
澁	떫을 삽
孀	홀어미 상
爽	시원할 상
翔	날 상
觴	잔 상
璽	옥새 새
嗇	아낄 색
牲	희생 생
甥	생질 생
嶼	섬 서
抒	펼 서
曙	새벽 서
棲	깃들일 서
犀	무소 서
胥	서로 서
薯	감자 서
逝	갈 서
黍	기장 서
鼠	쥐 서
婿	사위 서
潟	개펄 석
扇	부채 선
煽	부채질할 선
羨	부러워할 선
腺	샘 선
膳	선물/반찬 선
銑	무쇠 선
屑	가루 설
泄	샐 설
洩	샐 설
渫	파낼 설
殲	몰살할 섬
閃	번쩍거릴 섬
醒	깰 성
塑	흙빚을 소
宵	밤 소
搔	긁을 소
梳	얼레빗 소
甦	깨어날 소
疏	성길 소
瘙	피부병 소
簫	퉁소 소
蕭	쓸쓸할 소
逍	노닐 소
遡	거스를 소
贖	속죄할 속
遜	겸손할 손
悚	두려워할 송
灑	물뿌릴 쇄
碎	부술 쇄
嫂	형수 수
戍	수자리 수
狩	사냥 수
瘦	여윌 수
穗	이삭 수
竪	세울 수
粹	순수할 수
繡	수놓을 수
羞	부끄러울 수
蒐	모을 수
袖	소매 수
讐	원수 수
酬	갚을 수
髓	골수 수
塾	글방 숙
夙	일찍 숙
菽	콩 숙
筍	죽순 순
醇	전국술 순
馴	길들일 순
膝	무릎 슬
丞	정승 승
匙	숟가락 시
媤	시집 시
弑	윗사람죽일 시
枾	감 시
猜	시기할 시
諡	시호 시
豺	승냥이 시
拭	씻을 식
熄	불꺼질 식
蝕	좀먹을 식
呻	읊조릴 신
娠	아이밸 신
宸	대궐 신
燼	불탄 끝 신
薪	섶 신
蜃	큰조개 신
訊	물을 신
迅	빠를 신
悉	다 실
什	열사람 십/세간 집
俄	아까 아
啞	벙어리 아
衙	마을 아
訝	의심할 아
堊	흰흙 악
愕	놀랄 악
顎	턱 악
按	누를 안
晏	늦을 안
鞍	안장 안
斡	돌 알
軋	삐걱거릴 알
庵	암자 암
闇	어두울 암
怏	원망할 앙
昻	오를 앙
秧	모 앙
鴦	원앙 앙
崖	언덕 애
曖	희미할 애
隘	좁을 애
靄	아지랑이 애
扼	누를 액
縊	목맬 액
腋	겨드랑이 액
櫻	앵두 앵
鶯	꾀꼬리 앵
冶	풀무 야
揶	야유할 야
爺	아비 야
葯	꽃밥 약
恙	병/금심할 양
攘	물리칠 양
瘍	헐 양
釀	술 빚을 양
癢	가려울 양
圄	옥 어
瘀	어혈질 어
禦	막을 어
臆	가슴 억
堰	둑 언
諺	속담/언문 언
俺	나 엄
儼	의젓할 엄
奄	문득 엄
繹	풀 역
捐	버릴 연
椽	서까래 연
筵	대자리 연
鳶	솔개 연
涅	개흙 열
焰	불꽃 염
艶	고울 염
嬰	어린아이 영
曳	끌 예
穢	더러울 예
裔	후손 예
詣	이를 예
伍	대오/다섯사람 오
奧	깊을 오
寤	잠깰 오
懊	한할 오
蘊	쌓을 온
壅	막을 옹
渦	소용돌이 와
蝸	달팽이 와
訛	그릇될 와
婉	순할/아름다울 완
宛	완연할 완
琓	즐길 완
腕	팔뚝 완
阮	성 완
頑	완고할 완
枉	굽을 왕
矮	난쟁이 왜
巍	높고클 외
猥	외람할 외
僥	요행 요
凹	오목할 요
夭	일찍죽을 요
寥	쓸쓸할 요
拗	우길 요
撓	휠 요
擾	시끄러울 요
窈	고요할 요
窯	가마 요
邀	맞을 요
饒	넉넉할 요
涌	물솟을 용
聳	솟을 용
茸	풀날 용/ 버섯 이
蓉	연꽃 용
踊	뛸 용
寓	부칠우
虞	염려할/나라이름 우
迂	에돌 우
隅	모퉁이 우
嵎	산굽이 우
殞	죽을 운
耘	김맬 운
隕	떨어질 운
寃	원통할 원
猿	원숭이 원
鴛	원앙 원
萎	시들 위
喩	깨우칠 유
宥	너그러울 유
愉	즐거울 유
揄	야유할 유
柚	유자 유
游	헤엄칠 유
癒	병나을 유
諛	아첨할 유
諭	타이를 유
蹂	밟을 유
鍮	놋쇠 유
戎	오랑캐/병장기 융
絨	가는베 융
蔭	그늘 음
揖	읍할 읍
膺	가슴 응
擬	비길 의
椅	의자 의
毅	굳셀 의
誼	정 의
姨	이모 이
弛	늦출 이
爾	너 이
痍	상처 이
餌	미끼 이
翌	다음날 익
咽	목구멍 인/목맬 열
湮	묻힐 인
蚓	지렁이 인
靭	질길 인
佚	편안할 일/질탕 질
溢	넘칠 일
剩	남을 잉
孕	아이밸 잉
仔	자세할 자
炙	구울 자/적
煮	삶을 자
瓷	사기그릇 자
疵	허물 자
蔗	사탕수수 자
藉	깔/핑계할 자
勺	구기 작
嚼	씹을 작
灼	불사를 작
炸	터질 작
綽	너그러울 작
芍	함박꽃 작
雀	참새 작
鵲	까치 작
棧	사다리 잔
盞	잔 잔
箴	경계 잠
簪	비녀 잠
仗	병장기 장
匠	장인 장
杖	지팡이 장
檣	돛대 장
漿	즙 장
獐	노루 장
薔	장미 장
醬	간장 장
滓	찌끼 재
